,,,FORMATO PLANEACIÓN Y PROGRAMACIÓN DE ACTIVIDADES DE MANTENIMIENTO,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Código centro,Centro,Ubicac. técnica,Denominación Ubic.,Equipo,Denominación,No. Plan,Desc. Plan,Orden,Actividad,Descripción,Clase de orden,Status sistema,Inicio program.,Responsable,Prioridad,Duración
0441,G. LUX DUITAMA,0441-LINEA BOTELLON 20 LT,LINEA PRODUCCION DE BOTELLONES DE 20 LT,710109,LLENADORA TAPONADORA BOTELLONES,19197,MANTENIMIENTO MECANICO LLEN. TAP.BOTELLO,13105905,Inspeccion semanal botellon,sin especificar,PM02,LIB.,09/09/2023,,alto,1
0441,G. LUX DUITAMA,0441-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,649166,COMPRESOR DE AIRE,18913,MANTENIMIENTO ELECTR COMP AIRE INGERSO,13105893,Inspección Semanal del equipo.,sin especificar,PM02,LIB.,09/09/2023,,alto,1
0441,G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",599576,INSPECTOR ELECTRONICO,15641,Mantenimiento de Inspector de botellas,13080553,Inspección semanal Inspector electrónico,sin especificar,PM02,LIB.,16/09/2023,,Muy elevado,1
0441,G. LUX DUITAMA,0441-PLANTAS DE AGUAS,TRATAMIENTO DE AGUA PARA ENVASADO,700015,SUAVIZADOR 60 PULG,19164,MANTENIMIENTO MECANICO SUAVIZADOR,13105903,Inspeccion semanal Suavisador,sin especificar,PM02,LIB.,09/09/2023,,Muy elevado,1
0441,G. LUX DUITAMA,0441-PLANTAS DE AGUAS,TRATAMIENTO DE AGUA PARA ENVASADO,70962907,PURIFICADOR DE CARBON 96 PULG,19731,MANT.PURIFICADOR N 1 70962907,13105917,Inspeccion semanal purificador,sin especificar,PM02,LIB.,09/09/2023,,alto,1
0441,G. LUX DUITAMA,0441-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,698273,FILTRO DE BUJIAS,19156,MANTENIMIENTO MECANICO FILTRO BUJIAS,13105899,Inspeccion semanal filtro de bujias,sin especificar,PM02,LIB.,09/09/2023,,alto,1
0441,G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",629083,COMPRESOR DE REFRIGERACION,15626,Mantenimiento compresor  refrigeracion 1,13105866,Inspección semanal compre refrigera 1,sin especificar,PM02,LIB.,11/09/2023,,Muy elevado,1
0441,G. LUX DUITAMA,0441-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,69962302,TINA 4000 LTS,19745,MANTENIMIETO MECANICO TINA 2 69962302,13110153,Inspección Semanal del Equipo.,sin especificar,PM02,ABIE,16/09/2023,,alto,1
0441,G. LUX DUITAMA,0441-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,699623,SALA DE PREPARACION,15631,Plan de mantenimiento elec sala preparac,13110130,Inspección semanal del Equipo.,sin especificar,PM02,ABIE,16/09/2023,,,1
0441,G. LUX DUITAMA,0441-PLANTAS DE AGUAS,TRATAMIENTO DE AGUA PARA ENVASADO,709475,FLOCULADOR 11000 GPH,19142,MANTENIMIENTO MECANICO DEL FLOCLADOR,13110140,Inspección semanal del equipo.,sin especificar,PM02,ABIE,16/09/2023,,,1
0441,G. LUX DUITAMA,0441-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,69962310,TINA 1500 LTS,19759,MANTENIMIETO ELECTRICO TINA 10 69962310,13110163,Inspección Semanal del Equipo.,sin especificar,PM02,ABIE,16/09/2023,,alto,1
0441,G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",528949,CARBO-ENFRIADOR,15493,PLAN DE MANTENIMIENTO CARBO ENFRIADOR,13110121,Inspección semanal equipo,sin especificar,PM02,ABIE,16/09/2023,,,1
0441,G. LUX DUITAMA,0441-LINEA 1,"LINEA DE ENVASADO  8,5onz, 12onz, 1.25 l",528949,CARBO-ENFRIADOR,15499,PLAN DE MANTENIMIENTO CARBO ENFRIADOR,13110123,Inspección semanal equipo,sin especificar,PM02,ABIE,15/09/2023,,alto,1
0441,G. LUX DUITAMA,0441-EQUIPOS AUXILIARES,EQUIPOS PARA SERVICIOS INDUSTRIALES,670014,PLANTA ELECTRICA,19151,MANTENIMIENTO ELECTRIC.,13110141,Inspeccion semanal planta electrica,sin especificar,PM02,ABIE,16/09/2023,,Muy elevado,1
0441,G. LUX DUITAMA,0441-SALA DE JARABES,EQUIPOS PARA  PREPARACION DE JARABE,69962308,TINA 2000 LTS,19755,MANTENIMIETO ELECTRICO TINA 8 69962308,13110161,Inspección Semanal del Equipo.,sin especificar,PM02,ABIE,16/09/2023,,alto,1
